User ID,user_name,Twitter Account Duration(till 26/1/2020),Avg. Tweet Rate(per Month),Avg. Retweet Rate(per Month),Avg. Reply Rate(per Month),Avg. Fav Count(per Month),Avg. Retweeted Count(per Month),Avg. Quote Count(per Month),k-shell value
44949890,AdviceToWriters,335772619.0,464.286,0.0,0.0,35962.0,7207.571,0.0,14.4
17298241,DavidEvennett,353635979.0,16.653,7.305,4.259,114.987,4192.618,1.435,14.4
415750721,chandlerc1024,258352708.0,8.898,13.059,42.88,577.5,47435.596,9.078,14.4
14131275,jamie_murray,374678642.0,18.0,9.895,5.667,4745.546,10459.753,3.422,14.4
173734711,PepsMccrea,299266355.0,10.632,19.232,27.351,232.614,2910.561,6.772,14.4
10724012,andy_matuschak,383617020.0,14.5,4.571,112.24,2643.28,1054.08,7.96,14.4
19017675,Nigel_Farage,347980973.0,75.212,22.424,1.5,469812.545,139824.576,14.394,14.4
26149295,jessewldn,342137354.0,16.174,12.478,41.957,1147.413,681.609,13.087,14.4
35309981,TomKingTK,339303391.0,93.545,120.6,91.455,52946.636,147763.636,70.636,14.4
1009269193,RepLipinski,224578614.0,42.158,8.98,6.593,1142.842,1979.912,3.868,14.4
12131132,jdalrymple,379911494.0,11.792,77.75,45.833,530.333,235.833,4.591,14.4
81857654,MarkFieldUK,324638103.0,16.713,9.128,1.629,349.951,789.608,6.091,14.4
92498317,JBrokenshire,320849745.0,11.031,10.667,12.17,1129.96,4541.111,3.882,14.4
10615232,ChuckGrassley,383906578.0,83.684,1.111,2.0,110794.605,28377.395,1.0,14.4
17223098,mjburnsy,353978726.0,14.909,6.647,11.165,31.78,39137.042,1.607,14.4
115044590,NicoRosberg,313586243.0,32.986,4.333,9.483,45094.63,8804.438,9.985,14.4
524427375,JokerEph,248259735.0,3.333,2.273,4.745,27.56,52776.587,2.444,14.4
30271564,MatthewPerry,340610532.0,11.388,2.738,2.878,22418.19,3610.486,1.0,14.4
106854950,celinedion,315970456.0,22.404,6.8,2.476,25487.351,6577.383,3.255,14.4
32775800,KelliAgodon,339969088.0,53.615,66.462,128.692,4306.769,272727.154,27.462,14.4
14414286,troyhunt,371608068.0,90.857,54.0,319.429,17287.143,12106.0,34.0,14.4
7401202,stephenharper,395837056.0,30.926,5.346,1.0,8913.011,5208.83,1.643,14.4
1092979962,RepCheri,221719497.0,66.778,8.471,16.879,1905.361,1823.944,10.229,14.4
2293131060,RepKClark,190184773.0,105.9,38.25,18.1,32239.3,63395.75,44.85,14.4
47916280,S_Hammond,334763138.0,27.72,85.08,17.167,1310.56,34439.68,20.68,14.4
1080509366,RepBillFoster,222068569.0,51.357,24.833,7.577,5502.048,42247.667,20.595,14.4
51219631,MRodOfficial,333947417.0,31.363,3.46,5.05,10243.824,5243.066,2.345,14.4
280500432,TomTaylorMade,277469551.0,120.667,107.167,312.833,53423.0,67267.0,116.667,14.4
73992972,AvrilLavigne,327115020.0,19.381,8.939,5.345,94332.895,48990.867,3.405,14.4
83649051,79SemiFinalist,324022753.0,36.0,136.0,232.625,10135.375,1107817.25,36.0,14.4
23566038,mikko,343328809.0,52.25,85.5,268.0,19965.375,90206.125,63.0,14.4
17399269,Alanis,353287404.0,11.845,3.415,3.357,4812.311,1511.757,1.857,14.4
19418459,JerryBrownGov,347246235.0,11.793,5.673,5.088,3775.697,2930.697,1.875,14.4
130122646,DiegoForlan7,309444216.0,10.081,3.918,4.062,8273.911,3381.667,1.0,14.4
273176656,thedanjurgens,278725302.0,29.826,4.321,38.196,5368.457,797.717,18.326,14.4
87318558,AADaddario,322703815.0,15.752,3.46,5.226,23439.234,31561.613,3.638,14.4
24167314,PaulGAllen,343047044.0,8.959,1.8,4.0,3659.806,2207.173,1.167,14.4
12199652,edbott,379721547.0,277.75,201.0,333.0,9353.0,312231.0,334.5,14.4
100866814,Philjimeneznyc,317692639.0,128.429,98.714,235.714,15867.571,411676.857,115.857,14.4
406935165,zAAzCSGO,259329818.0,18.549,6.052,33.552,2264.175,824.683,3.194,14.4
39710060,KAndersonATP,337796147.0,14.146,5.861,6.64,5634.0,2728.453,3.304,14.4
310172617,TheRealLukevans,272903305.0,19.808,6.965,7.258,30836.848,15300.04,2.578,14.4
272760181,RobertMLee,278798476.0,19.429,28.5,68.107,3304.464,20614.464,6.571,14.4
19977759,HarrietHarman,346321480.0,50.469,46.0,7.429,9227.469,42138.219,33.438,14.4
499781930,JonCruddas_1,250079148.0,15.664,7.741,1.723,166.761,608.027,1.568,14.4
70831441,soumithchintala,328145763.0,6.4,5.931,13.318,789.637,1442.99,2.625,14.4
14150736,dangoodin001,374450899.0,25.078,6.128,32.98,859.365,4980.538,14.941,14.4
19225408,counternotions,347555572.0,192.9,2.286,130.5,1516.9,479.5,20.4,14.4
55964332,twostraws,332640615.0,58.375,12.5,335.125,14962.5,3508.875,23.875,14.4
14666934,kevinmitnick,369963981.0,26.571,6.068,10.0,2625.325,3881.584,3.175,14.4
18166778,Jim_Jordan,350548776.0,53.474,29.763,4.647,1065390.816,304628.816,11.892,14.4
16395449,BRIANMBENDIS,357963920.0,94.182,139.273,60.364,10235.727,283462.273,53.909,14.4
293154916,JHenwick,275453167.0,1.333,2.727,1.722,2047.1,12837.875,1.333,14.4
38592915,Phil_Coutinho,338244606.0,7.471,1.6,18.059,6409.917,3303.542,0.0,14.4
16493868,bryankramer,357429753.0,47.353,19.0,29.206,294.618,458.735,4.28,14.4
253500322,johnsundell,282055932.0,31.167,15.944,133.444,5893.222,848.778,6.471,14.4
19700387,jovialjoy,346782684.0,6.814,18.5,10.0,550.624,37509.667,10.98,14.4
22012091,LeaderHoyer,344339219.0,153.062,22.688,28.933,15774.188,32195.0,21.312,14.4
57304101,C_Hendrick,332254360.0,62.5,72.545,165.727,6675.0,153742.364,37.636,14.4
245849058,rushanaraali,283420257.0,27.5,141.235,25.188,3037.118,264031.647,26.0,14.4
90484508,GovChristie,321591111.0,35.557,5.621,2.333,7176.0,2703.253,3.787,14.4
296338717,jordanrcrook,274953732.0,25.375,7.35,18.714,202.156,54898.969,6.431,14.4
30183485,Danez_Smif,340646553.0,145.5,136.333,254.167,44391.833,572174.167,82.333,14.4
153810216,HackneyAbbott,303902728.0,70.1,76.9,15.15,139594.2,140060.1,24.6,14.4
393436815,CliveEfford,261047268.0,21.295,27.311,5.073,386.787,20389.443,14.443,14.4
56783491,nickjonas,332398375.0,40.047,10.185,3.216,433041.625,71281.078,8.207,14.4
102652835,SvetlanaK27,317132496.0,19.671,13.069,5.192,592.849,5670.161,6.533,14.4
118779247,GarbiMuguruza,312528081.0,18.557,5.432,2.957,20540.569,10115.793,1.857,14.4
14546264,BenBajarin,370774019.0,46.833,25.0,63.333,1311.25,13849.583,26.667,14.4
50768962,tkremenek,334033040.0,2.258,4.871,4.624,133.295,10472.984,1.542,14.4
125270251,GregHands,310752013.0,104.5,140.0,25.75,6038.583,58466.25,56.583,14.4
38281180,andrealeadsom,338351478.0,65.611,111.167,3.5,10245.333,60497.167,45.111,14.4
19739126,GOPLeader,346728672.0,81.357,146.286,3.636,567100.643,259468.143,39.714,14.4
823083,migueldeicaza,406607865.0,50.5,29.25,732.5,15027.25,49278.75,61.75,14.4
1408142352,math_rachel,212138890.0,32.238,42.762,79.476,7086.857,27435.333,39.952,14.4
259215762,KarenPBuckMP,281017355.0,51.278,70.111,59.0,2059.167,44005.944,63.0,14.4
50875746,Deardarkness,334014948.0,10.722,73.194,3.36,1128.472,483632.611,21.417,14.4
11666142,joshuatopolsky,380952801.0,115.333,42.6,57.467,9917.333,467216.867,41.067,14.4
1370855934,kiocsgoo,213406571.0,26.343,4.433,17.727,15752.284,4060.478,1.825,14.4
220830660,daisychristo,289009472.0,21.821,69.214,23.483,1577.69,1724.655,28.889,14.4
189631331,cyclingkev,295761260.0,55.077,145.071,36.692,11533.214,63813.786,36.643,14.4
418,dens,427867634.0,68.923,65.462,115.154,3451.385,473013.385,51.692,14.4
19563366,JoshConstine,346987117.0,50.929,12.5,170.5,8323.286,24285.571,13.5,14.4
932821405,Ska,227678791.0,22.392,4.338,15.162,15846.101,1865.177,1.853,14.4
19910414,RomeshRanga,346409773.0,27.231,15.282,46.121,39179.897,49252.692,12.611,14.4
545235190,RealBenBailey,246441631.0,12.841,10.18,17.788,4020.795,3220.159,2.5,14.4
84279963,Louis_Tomlinson,323794909.0,17.894,2.507,13.088,2883982.781,1292317.076,1.467,14.4
53269717,TaranKillam,333408124.0,25.475,24.256,31.675,6279.875,232145.9,16.564,14.4
22159580,ZacGoldsmith,344243349.0,37.231,74.731,12.76,17144.346,60174.346,37.5,14.4
49465463,maryjofoley,334369953.0,46.0,16.273,233.182,2755.182,2265.818,6.636,14.4
3021340697,MissaCSGO,156773185.0,6.041,6.259,13.343,74.438,3812.411,2.0,14.4
61228608,Jason_Priestley,331113422.0,35.0,7.667,7.355,3397.535,1824.014,38.208,14.4
144884794,TheBorisBecker,305887146.0,69.875,57.478,13.941,9337.08,119703.16,58.208,14.4
186202772,DJBravo47,296535687.0,11.092,8.8,12.125,6639.09,1640.013,3.636,14.4
683113,sarahintampa,410489623.0,133.625,31.188,38.25,725.562,203058.25,10.667,14.4
19119809,wkamaubell,347777929.0,95.75,45.583,129.417,195316.917,320122.083,50.0,14.4
2864117853,TomPelphrey,164700900.0,7.382,8.058,12.812,1062.125,122534.6,3.568,14.4
14561327,dhh,370669235.0,96.75,89.0,308.167,38043.0,231861.875,68.714,14.4
996994538,HFletcherWood,225030100.0,21.647,12.853,61.0,562.618,8030.412,7.562,14.4
5668942,sarahcuda,402020656.0,33.447,42.034,27.778,328.289,130226.421,38.444,14.4
93131556,vika7,320607858.0,35.013,5.092,5.577,20943.81,5405.051,13.094,14.4
1059240924,SteveWorks4You,222733251.0,0.0,1075.333,0.0,0.0,601691.333,192.333,14.4
2492917412,mer__edith,180012016.0,37.857,281.571,142.0,8526.429,213206.571,125.429,14.4
10194392,reneritchie,385094081.0,65.167,124.2,325.8,12360.667,204362.833,55.6,14.4
213745334,LuisSuarez9,290671434.0,11.678,1.125,1.188,114775.091,22566.81,1.478,14.4
44177383,GabbyGiffords,336028617.0,23.377,35.667,6.188,82975.34,103566.019,12.34,14.4
15958614,markgurman,360487003.0,53.12,23.52,53.32,19879.92,40319.84,18.8,14.4
402938330,RUSH,259819486.0,23.323,3.913,23.769,14339.273,1552.424,2.14,14.4
208996041,tombennett71,291736660.0,116.0,198.75,496.25,7477.75,131233.0,148.0,14.4
1417678880,karriganCSGO,211817634.0,28.591,3.929,17.569,36347.864,1386.515,2.673,14.4
112897001,FalleNCS,314229503.0,40.583,19.292,75.417,278170.292,10285.375,11.364,14.4
384855296,olofmeister,262263252.0,18.625,9.864,21.969,33117.422,7539.203,1.273,14.4
1501471,LanceUlanoff,405686886.0,287.5,17.5,236.667,7004.333,49691.833,67.333,14.4
15447522,k8em0,363833542.0,129.167,153.0,258.833,13868.833,247586.667,142.5,14.4
614246029,greg_ashman,239718078.0,234.333,108.0,197.5,2105.167,13123.0,50.167,14.4
1039631064,G2kennyS,223381671.0,19.175,8.2,53.85,36604.625,3948.65,4.051,14.4
34940114,NickyMorgan01,339413024.0,36.951,32.732,9.439,2577.293,8098.829,16.25,14.4
420512951,tarik,257836783.0,42.675,8.417,30.875,82848.275,17381.55,2.0,14.4
438301250,fhuszar,255958095.0,23.038,7.038,91.37,2137.148,10409.333,14.885,14.4
216881337,RandPaul,289958845.0,42.419,21.952,13.405,380169.698,109526.628,6.3,14.4
15649438,theferocity,362640034.0,201.75,122.25,487.0,334559.0,354961.75,101.0,14.4
700217389,EliGE,237504205.0,25.902,11.925,41.659,41709.122,42433.732,3.7,14.4
50811932,JHarden13,334024583.0,20.776,6.649,12.94,51814.907,14492.421,2.171,14.4
137418466,AzharMahmood11,307692084.0,19.851,9.94,9.696,8897.42,1730.125,7.906,14.4
139092348,aguerosergiokun,307272548.0,22.01,6.81,8.5,109237.695,23919.867,3.96,14.4
134054240,AhirShah,308499258.0,22.065,30.302,20.25,8482.277,189104.383,11.895,14.4
1714904610,AdvDali_Mpofu,202062844.0,24.171,66.543,1.0,20290.229,51371.486,19.588,14.4
7997312,brooke,393576476.0,99.0,21.308,129.538,5013.154,102643.615,41.231,14.4
139556944,delpotrojuan,307149463.0,7.008,1.2,1.353,36373.055,7967.126,1.481,14.4
11417802,jgebbia,381721087.0,14.66,7.011,12.824,596.784,25703.814,3.824,14.4
35982046,russwest44,339105634.0,13.75,21.944,10.533,48524.554,11793.304,2.407,14.4
44409004,shakira,335946113.0,31.845,18.071,7.458,323607.707,44176.793,3.359,14.4
6427882,channingtatum,399514177.0,13.603,16.651,3.468,27422.466,61859.992,1.444,14.4
158689157,AngelaBarnes,302709050.0,55.818,38.545,201.0,16034.636,220231.636,28.727,14.4
60865434,KAKA,331221274.0,19.366,1.756,15.983,28254.557,10676.661,2.475,14.4
27711339,JaredLeto,341554749.0,40.188,19.511,13.387,147467.143,34355.306,7.844,14.4
6273552,MCHammer,400036167.0,352.0,208.25,249.75,51765.75,52330.5,239.25,14.4
19086859,rtraister,347854582.0,37.875,118.438,45.875,83444.188,464218.562,45.812,14.4
20713061,newtgingrich,345526912.0,172.231,69.385,5.75,453615.154,170688.615,10.25,14.4
18278629,fatbellybella,350165020.0,33.772,19.231,9.417,78081.351,29195.719,23.898,14.4
188019606,WhipClyburn,296111378.0,58.0,44.1,6.889,43643.967,78055.867,6.133,14.4
214201922,Ninja,290575146.0,69.111,58.944,50.667,917817.056,308748.778,14.778,14.4
15227791,WilliamShatner,365626508.0,426.571,13.571,24.143,264241.714,71057.286,383.143,14.4
19394188,SenJohnMcCain,347278649.0,101.926,13.185,4.381,297691.963,83734.259,5.292,14.4
65187067,stanwawrinka,329879966.0,16.451,20.357,6.35,29059.11,13961.22,4.902,14.4
217169219,sambillings,289887718.0,18.676,19.353,56.735,48524.059,76440.412,7.706,14.4
1542453360,shroud,207948629.0,43.476,5.4,29.854,188999.333,25315.357,3.107,14.4
929211084,iamtrask,227809226.0,10.108,9.296,65.359,2724.564,5841.462,5.043,14.4
22790881,briankrebs,343814541.0,29.452,8.071,39.786,7134.023,18547.837,6.61,14.4
48008938,ylecun,334742049.0,33.667,52.222,94.556,11359.889,103574.556,39.278,14.4
23440052,JensonButton,343388286.0,29.569,10.514,5.352,36224.542,6032.958,9.38,14.4
9534522,Pogue,387234506.0,24.907,4.061,31.537,4732.0,14205.833,3.077,14.4
53853197,CP3,333221678.0,20.896,6.032,3.706,50472.157,19344.043,4.4,14.4
14417215,rrhoover,371585682.0,55.1,11.9,258.0,12988.3,13890.8,15.2,14.4
157718652,jbairstow21,302942708.0,22.053,5.43,8.514,3293.629,1719.021,4.058,14.4
151123001,SergioRamos,304497747.0,25.229,3.311,7.489,237094.295,65735.848,3.265,14.4
18973501,dylanwiliam,348064292.0,20.72,17.28,91.96,2181.2,3388.28,4.609,14.4
139808713,Sdoull,307083229.0,6.83,6.951,21.926,1676.821,1406.147,2.509,14.4
19248106,MariahCarey,347521869.0,38.673,13.412,8.8,497169.818,95329.236,14.981,14.4
179036286,jpduminy21,298043892.0,10.579,15.913,8.226,5635.253,2585.568,4.044,14.4
35031708,GalGadot,339391482.0,14.352,2.641,3.533,157537.88,25856.787,4.222,14.4
820585,baratunde,406676774.0,76.471,84.118,28.294,17067.118,371634.176,50.941,14.4
106961801,damienmartyn,315944401.0,57.222,61.706,64.889,2573.556,59786.722,35.833,14.4
3080761,mattcutts,404621129.0,15.02,10.048,45.156,1427.46,8707.1,4.659,14.4
17995040,benshapiro,351155978.0,131.5,638.25,41.5,1248290.5,636257.0,295.75,14.4
18327902,alexia,349984385.0,21.0,9.8,39.75,1562.0,8716.4,8.0,14.4
175282603,jeremyphoward,298926102.0,32.0,160.1,131.9,8127.2,144316.8,49.9,14.4
467823431,RepJeffries,253073116.0,41.157,5.177,1.5,111792.814,33286.086,3.702,14.4
7745472,JoannaStern,394513890.0,60.4,16.429,140.933,17852.933,4872.933,15.933,14.4
23375688,selenagomez,343438995.0,23.069,7.493,5.639,553029.886,249884.048,6.314,14.4
2483000368,Smatz88,182557413.0,2.854,4.52,4.643,1427.817,1140.35,1.688,14.4
2956121356,rsalakhu,159821882.0,5.397,9.395,2.0,642.312,733.727,3.073,14.4
32717570,RickieFowler,339978020.0,15.882,10.615,13.569,9488.6,2779.116,2.878,14.4
94166168,CaroWozniacki,320211894.0,21.575,5.095,7.635,26128.387,5527.981,2.514,14.4
202003,pkafka,413096889.0,74.273,52.909,167.818,15246.909,32055.364,50.727,14.4
239411196,DavidMillerSA12,284719090.0,18.621,7.595,14.603,6876.352,3668.912,2.6,14.4
9729502,travisk,386529335.0,8.809,9.484,30.532,563.676,1795.392,1.524,14.4
152785310,MrNishKumar,304135937.0,58.273,44.0,46.667,157386.227,142166.727,48.636,14.4
10188712,pgor,385105428.0,45.042,43.25,46.042,228.208,310435.917,16.0,14.4
11373722,ExMayorMark,381833996.0,96.889,16.852,6.88,1877.741,7528.074,27.077,14.4
122706390,JakeG_Online,311499752.0,19.933,15.143,1.7,1762.174,10083.37,1.0,14.4
1307120064,SBYudhoyono,215616491.0,41.303,3.125,3.6,23050.896,24450.039,0.0,14.4
134182545,AfroFrias,308470930.0,136.5,561.75,75.75,1083.25,4922859.0,254.25,14.4
14092082,pcasaretto,375150997.0,3.119,2.615,3.101,3.672,2010.971,1.625,14.4
145541650,Tian_Beng_Ng,305745502.0,5.741,3.481,1.692,46.983,60.19,1.773,14.4
15040988,geoff_deweaver,367128641.0,92.2,510.8,35.0,270.4,852582.6,66.0,14.4
1689493657,mariobarth,202869584.0,18.646,1.971,1.6,647.635,92.094,1.0,14.4
1729936105,robodellaz,201668021.0,20.133,179.562,5.417,258.312,419484.0,42.0,14.4
20842629,marxjohnson,345385420.0,7.0,21.179,13.464,87.286,78579.25,6.036,14.4
215957468,AnastaciaMusic,290174185.0,46.453,13.565,3.0,7877.63,89516.37,27.837,14.4
2213365112,Reb_Alexander,194651769.0,21.038,7.266,5.356,216.088,10828.237,2.9,14.4
2243829872,k4sh_7,193059639.0,68.333,87.333,21.333,20.375,196774.25,0.0,14.4
2270593045,ChevyChaseToGo,191488361.0,2.956,1.0,0.0,2293.067,586.222,1.25,14.4
2302937503,LoveTinaTurner,189693343.0,3.717,2.95,1.0,5849.42,1205.62,1.167,14.4
2318252410,rameezraja_jr,188729250.0,19.169,7.927,23.612,601.293,812.747,1.083,14.4
24112401,cosminnegruseri,343084140.0,3.596,8.762,7.807,44.884,10031.681,2.289,14.4
2507907734,rodriguezramon,179478388.0,8.062,6.385,10.926,369.809,43042.912,2.3,14.4
2611834718,AnnapurnaLiving,175164347.0,32.85,3.417,1.545,160.732,48.0,2.933,14.4
304150259,TheRealAliL,273797465.0,24.87,4.333,6.235,666.692,1817.317,1.222,14.4
3061898660,LukeMillerWLAN,154489631.0,14.945,3.7,9.143,12.919,401.203,1.0,14.4
3094485998,n00py1,153373659.0,7.896,25.204,33.245,430.776,13313.061,3.795,14.4
318218531,ClooneysOpenHse,271798885.0,42.485,4.636,4.727,158.145,11905.043,4.167,14.4
32623294,haydenchristen,339989987.0,3.75,2.0,4.0,43.556,5.111,0.0,14.4
328369614,EvaMend3s,270319548.0,30.05,4.571,0.0,8.9,67.8,0.0,14.4
3408650422,mgigaba,140957662.0,39.703,18.333,37.107,1897.324,2296.459,17.324,14.4
353394176,mizesoundguy,266887085.0,17.677,1.875,86.645,120.742,7988.452,4.542,14.4
357839393,Abby_Lee_Miller,266284200.0,45.288,7.725,5.391,7363.661,599.847,4.771,14.4
3911719575,kyle_abraham_,135576573.0,17.311,20.703,5.482,32.794,35936.206,5.116,14.4
399674608,sarabaras,260246029.0,19.274,29.397,5.579,1066.435,1133.097,7.017,14.4
43831437,margaretmz,336165406.0,9.224,9.921,3.755,107.713,1235.688,2.617,14.4
441428868,RubenQuesada_,255647550.0,7.957,12.326,12.766,33.747,19723.632,4.089,14.4
455003792,kristenwiigorg,254301404.0,9.189,21.99,3.645,121.618,6943.765,1.667,14.4
474948835,DavidWenhamFans,252408402.0,7.341,25.966,2.56,17.089,345.011,2.259,14.4
48631266,finolahughes,334604007.0,29.043,20.114,23.881,8877.891,17995.739,4.871,14.4
50750339,KrisAllen,334036924.0,20.859,16.338,8.533,1127.7,1120.562,3.931,14.4
565919881,TheLucasBlack,244329770.0,16.593,4.891,5.902,3623.315,2372.231,1.524,14.4
59084417,Scarlett_Jo,331741283.0,4.915,10.412,2.0,3307.315,29749.704,1.5,14.4
600584047,NBallingrud,241049903.0,24.969,6.733,70.281,1990.0,13051.5,11.258,14.4
81170936,rachelmonline,324884061.0,27.781,10.693,4.071,1071.333,2018.667,2.378,14.4
924854030,Nevecampbell10,227983026.0,9.25,20.973,14.279,108.203,2556.73,4.364,14.4
