user_name,Twitter Account Duration(till 26/1/2020),Avg. Tweet Rate(per Month),Avg. Retweet Rate(per Month),Avg. Reply Rate(per Month),Total Normal Tweets,Total Retweets,Total Replies,Total Quotes,Avg. Fav Count(per Month),Avg. Retweeted Count(per Month),Avg. Quote Count(per Month)
FardeenFKhan,324276547.0,7.296,8.645,8.481,394,268,229,13,278.466,1979.638,1.444
coL_Sottle,256646162.0,35.111,12.148,73.0,948,328,1971,336,2888.444,48899.889,12.444
DeRubeisLab,8144969.0,7.875,35.375,13.667,126,566,205,186,109.0,7380.0,11.625
anaa4321,281068595.0,5.1,39.511,23.583,51,1778,1132,120,56.146,11122.375,7.5
Indianbluebook,215122367.0,15.34,10.909,4.077,721,120,53,30,27.149,41.34,3.333
HermiesTV,163509363.0,10.968,6.786,7.28,340,190,182,25,25.968,453.032,1.786
eveewing,347666685.0,1.231,1.676,1.167,16,62,7,19,4843.538,1872.423,1.188
synthetix_io,76853294.0,21.073,17.897,15.65,864,698,626,257,1676.805,4911.902,6.763
jayantgajria,333647756.0,81.308,36.308,129.462,1057,472,1683,655,182.923,44452.308,50.385
PIBFactCheck,3239250.0,36.071,6.75,10.111,505,81,91,55,21072.429,14610.071,5.0
GregGoralski,350014519.0,11.2,4.452,7.405,1064,325,548,63,3.721,195.606,2.625
SameerSahoo,326788916.0,3.034,4.821,2.955,176,270,130,130,9.75,811.75,2.955
Alok06897183,40814993.0,2.625,16.833,17.808,21,303,463,46,6.5,184667.923,3.833
SadhviPragya_MP,24372963.0,19.364,11.222,2.929,426,101,41,18,59061.955,21613.682,1.8
tarun_05,306593247.0,3.235,4.738,4.714,165,308,264,106,7.797,19465.506,2.585
Hymnrael,310653884.0,9.108,5.917,1.966,592,284,57,106,3.378,8626.61,3.533
AniDave11,137588383.0,19.351,11.091,33.0,716,244,1452,432,29.4,1203.911,12.706
tristanwalker,350431036.0,7.438,6.077,5.474,119,79,104,47,881.45,55046.3,4.7
RootKanal,343148507.0,129.571,91.429,278.833,907,640,1673,488,2606.0,303394.571,69.714
vinaykamat,357763120.0,10.083,15.194,1.667,726,1094,40,284,26.953,18343.547,6.455
Mebane92,314061542.0,8.511,6.012,8.119,749,511,341,74,284.604,1059.644,5.692
SebastianThrun,271820147.0,4.79,3.268,2.565,503,268,118,51,283.084,1484.561,1.645
ZhenggangZhu,99476073.0,3.703,40.306,2.552,137,1975,74,243,6.745,9658.941,6.075
BournvitaIndia,243956558.0,13.125,25.923,4.869,420,337,297,2,25.87,140.304,2.0
TeezaJo,305305243.0,27.071,23.444,21.0,379,211,378,24,5.9,21283.45,6.0
golu_a,230067665.0,4.442,15.576,2.222,342,1324,100,111,16.86,2914.194,3.265
Imuskaan22,110039070.0,57.833,344.167,117.167,347,2065,703,410,166.667,191567.0,68.333
mgmnair,209314058.0,17.5,1594.0,2.0,35,3188,4,548,8.5,419465.0,274.0
BhimBassi,131359421.0,11.732,4.833,3.571,657,29,25,216,1193.621,887.776,5.838
NanoLiveLtd,196251231.0,16.524,6.561,11.441,1388,269,675,174,121.845,148.417,3.955
KikiMladenovic,232036562.0,20.909,26.258,3.188,1380,1628,153,208,9429.848,4923.061,3.852
TMKOC_NTF,171307328.0,45.333,4.525,7.711,2720,181,347,102,11434.683,1200.0,4.08
DarrylHudspeth,256194100.0,11.641,1.0,2.25,908,1,9,0,1.962,2.321,0.0
gautham_009,254860432.0,7.704,5.767,2.595,416,248,96,68,15.5,3526.483,2.194
fadnavis_amruta,121516247.0,11.305,3.891,2.094,667,179,67,76,15284.169,6090.593,2.111
NEVILLEBRAGANZA,335206231.0,4.829,3.808,2.756,396,297,113,64,1.44,21953.29,2.065
sandeepm1,371143529.0,3.452,3.446,2.231,252,255,58,158,13.011,1641.853,3.292
Nanobiosym,334373975.0,3.508,5.696,4.875,207,319,117,43,6.714,1110.857,1.955
SujitSe98018197,55333167.0,82.333,33.9,40.143,1729,678,843,371,630.429,9497.143,21.824
LVSocialMedia,327386703.0,20.706,17.38,7.692,1408,1234,500,159,13.014,9745.944,4.818
TIENSindonesian,200312892.0,3136.0,28.0,10.0,3136,28,10,0,74.0,3297.0,0.0
PlantPolarity,54598053.0,3.219,17.214,2.276,103,482,66,110,54.545,38219.182,3.929
rathsandeep,343362991.0,3.419,2.556,3.202,212,230,285,19,1.544,3132.072,1.267
SweetInTheGale,282188400.0,101.0,240.0,1280.0,202,480,2560,241,4168.0,476909.0,120.5
skilledinodisha,117755110.0,10.455,1.533,2.769,575,23,108,20,3204.0,486.164,1.429
Nher_who,103049909.0,50.0,6.091,68.5,100,67,137,11,52040.917,9725.75,3.667
omprakashrjd,209829436.0,74.0,120.938,8.125,1184,1935,130,272,3358.75,68166.938,17.0
nrbnsntr,189786507.0,19.643,8.59,3.25,550,335,65,103,7.0,26226.119,3.962
kalikapg,155634486.0,2.511,5.797,5.073,113,342,208,89,22.818,5863.409,2.781
AnamZille,72473562.0,14.75,25.545,33.846,118,281,440,157,203.714,15255.5,19.625
TheSuhaniShah,317656381.0,8.117,3.123,2.531,974,203,124,41,90.828,1108.943,2.733
kellykellman,295300157.0,3.974,28.825,8.353,151,1643,426,176,6.694,51947.79,5.677
dkhos,337066946.0,6.56,2.041,1.931,551,100,56,128,1874.885,373.678,2.723
TanayaRamyani,242905160.0,6.106,3.279,2.472,287,200,89,6,1.267,2927.44,1.2
Early_Salary,133357512.0,25.0,1.75,245.167,300,7,2942,4,34.917,5.917,1.0
pradeepsethi,396255571.0,26.309,3.143,8.412,1447,66,143,142,68.932,5075.017,7.474
AnalyticsJamie,181052329.0,6.362,5.091,3.25,369,224,104,25,23.75,198.544,1.923
SandeepAgg,346543292.0,7.099,3.119,3.787,575,131,178,29,902.293,1954.268,1.526
TK_Tejan,305328001.0,8.192,4.273,3.778,213,188,136,11,83.404,102847.481,1.375
DawnLSturgeon,178613477.0,36.725,8.543,6.028,1469,299,217,146,19.196,5879.674,4.867
ipevo,379102234.0,45.407,21.118,61.296,1226,359,1655,171,132.148,88.741,6.333
Nawneet,331818938.0,7.111,6.222,2.812,384,336,45,45,3.357,24.986,3.0
DrManishDiwan,58348107.0,2.455,16.517,2.227,54,479,49,150,39.645,509.258,5.556
yogidholakia,312962347.0,2.581,5.779,8.314,160,393,582,83,8.157,11187.056,2.306
avinashtiw85,218743156.0,8.782,9.78,10.308,483,802,670,285,438.118,7282.365,5.938
antabra,356284347.0,1.618,3.208,3.0,89,247,168,62,8.968,1102.656,1.938
EmmaMayLondon,203563309.0,11.625,22.257,11.109,465,779,511,243,62.963,68757.981,8.379
levelsio,206720881.0,46.286,46.714,370.571,324,327,2594,166,15406.0,44896.143,23.714
InedibleBulk,308550928.0,15.516,6.03,6.519,993,404,352,2,2.091,3199.875,1.0
pillais,341401027.0,2.935,4.823,2.105,182,299,40,11,1.131,4778.94,1.375
pc_of_az,112593545.0,55.182,52.077,51.333,1214,677,616,211,163.84,471.4,17.583
sarkaaridoc,326135005.0,34.667,39.867,136.333,520,598,2045,392,465.667,117961.667,26.133
Backlinko,227016299.0,9.413,4.897,29.811,706,333,2206,16,708.908,426.368,1.231
AstroMCollins,23446826.0,20.81,12.944,4.182,437,233,46,54,30546.19,11489.048,2.7
NashFargo,234422460.0,6.75,10.444,3.75,54,94,15,1,35.333,26227.583,1.0
FancyFootloose,309194390.0,4.671,2.286,7.189,341,64,532,10,7.412,559.071,1.25
nlpnoah,302683603.0,7.917,3.8,13.051,665,133,1018,269,222.089,10935.436,6.725
stephen_wolfram,340152348.0,3.861,4.0,3.75,417,48,45,2,570.565,188.25,1.0
deeptisawhney,273171159.0,5.5,11.091,3.71,407,366,115,19,12.778,4440.728,1.462
TanviSunku,256901556.0,6.576,5.852,6.235,217,158,212,146,22.632,22818.632,5.214
meghnagulzar,337621929.0,3.76,2.87,4.0,361,66,208,75,1338.465,275.644,2.586
AmiitGautam,277646609.0,3.696,5.852,9.087,170,316,418,10,0.855,1713.113,1.667
rakakhashu,336126448.0,4.705,6.081,5.18,207,377,259,137,50.214,13682.214,3.914
bose_joey,64632470.0,4.8,4.892,7.0,168,181,245,104,91.486,3246.297,2.889
megparikh,256216043.0,4.225,7.659,5.607,169,337,157,22,8.453,205.17,1.692
am_aswad,280807587.0,17.973,63.432,8.138,665,2347,236,86,196.459,4696.73,3.308
parmeshbk,236695012.0,7.136,3.551,4.071,314,174,171,8,15.17,4783.415,1.0
DharaviDiary,248454963.0,6.356,5.021,2.379,464,236,69,54,15.829,51.537,2.842
wpkofficial,238159628.0,1083.333,0.0,0.0,3250,0,0,0,112.333,146.0,0.0
Guiyze,267704700.0,15.145,11.642,13.467,833,617,808,113,121.924,215331.924,2.825
MirYanaSY,28829322.0,64.143,0.0,33.571,449,0,235,147,13103.286,2208.571,24.5
atanudey,336146327.0,17.976,2.111,21.45,1474,57,1716,81,167.585,1341.927,1.976
RainaMIRROR,129821180.0,9.786,145.85,9.286,137,2917,130,418,13.5,70813.2,20.9
frankhuzur,334048548.0,398.2,156.0,95.6,1991,780,478,1008,782.2,110307.6,201.6
dhiraj_d_bhatia,84602366.0,10.318,27.022,12.487,454,1216,487,293,124.333,35267.133,6.976
Rescisco1,63353897.0,31.667,93.833,31.333,95,1126,94,43,11.75,4592.25,7.167
GurpreetGhuggi,305649068.0,3.56,6.404,2.296,267,301,62,16,520.671,979.4,2.0
MadhusudanKela,175107511.0,5.392,3.333,3.611,275,140,130,20,581.966,1095.776,1.429
Lorth,405048592.0,7.764,4.184,8.76,691,318,841,50,4.032,13002.683,2.381
jnks77,293044096.0,4.218,3.492,5.517,232,220,320,7,10.189,308.267,1.0
rohitdbrijnath,63812469.0,14.459,35.368,3.286,535,1344,92,383,651.658,244365.921,10.351
EnergyFirst,340873572.0,50.524,1.833,2.5,3183,11,5,2,10.365,18.794,1.0
mopatel,351231033.0,4.549,6.85,8.124,414,685,723,72,5.272,527.439,2.769
BadAssMonroex3,297405935.0,19.857,5.6,16.0,417,28,208,0,0.0,2.095,0.0
mkverma001,249360210.0,4.762,28.914,5.455,100,1012,120,174,7.737,42641.342,6.214
VNesH40YCnWRZng,27188694.0,12.0,2807.0,200.0,12,2807,200,188,259.0,4668681.0,188.0
priyankashah92,256525556.0,6.681,7.75,4.939,314,310,163,277,20.694,12672.857,6.022
alexstamos,337078165.0,41.667,63.0,133.75,125,189,535,186,15188.75,31778.25,62.0
lokeshbherwani,227809235.0,3.191,5.179,3.34,150,290,157,6,11.058,10956.652,1.0
VarshabenDoshi,252098115.0,83.188,110.812,9.0,1331,1773,144,163,2008.812,188876.188,10.188
DrHowardGardner,224827945.0,4.154,6.387,1.462,378,396,19,44,122.736,105.055,1.467
ningarajbjp,274464380.0,12.493,22.486,17.842,862,1574,678,97,3.744,11658.192,2.771
Cowboywriter1,234481453.0,177.889,0.0,0.0,1601,0,0,0,1.0,18.111,0.0
etokki,311817957.0,2.516,1.458,7.711,161,35,640,5,33.618,112.596,1.0
mattpitman,354774364.0,25.88,29.98,9.085,1294,1499,427,960,267.24,334253.82,20.0
generativist,211860884.0,393.5,341.0,887.5,787,682,1775,386,7534.5,103749.5,193.0
EFNilesh1212,137170779.0,5.238,93.321,23.143,110,2613,486,578,74.286,20870.429,23.12
Speaker_Central,231773446.0,12.923,9.789,5.167,336,186,93,142,14.967,126.467,7.1
Logistics_MoC,118827515.0,5.636,4.143,10.839,186,116,336,71,30.077,361.769,5.071
sethuvij,306424729.0,3.817,3.719,3.422,271,212,154,96,46.373,810.987,2.133
josephfcox,278422260.0,26.667,21.75,34.333,80,87,103,35,4636.833,100349.167,17.5
m2jr,400481347.0,30.6,12.0,70.0,153,60,420,77,5590.0,33346.5,15.4
GermannStefan,241843219.0,9.118,7.061,1.769,310,233,23,151,72.25,382.139,4.719
charlielmo,337746958.0,26.337,6.321,6.213,2423,335,466,20,5.071,1632.459,2.222
davewiner,425177752.0,286.8,143.6,218.6,1434,718,1093,138,2218.4,180289.2,27.6
zafarkara,364321698.0,3.862,2.507,1.875,251,168,90,15,0.65,20072.91,2.143
kathakalichanda,304938013.0,2.5,8.5,2.786,90,527,117,35,3.5,5278.041,1.842
surajjagan,343054243.0,12.112,1.65,3.176,1078,33,108,3,3.474,61.716,1.0
DevonNewport,264636366.0,15.218,3.333,8.893,1324,120,667,80,345.614,1580.784,4.706
anikgoel,288943706.0,12.357,2.125,10.375,519,34,332,3,0.34,281.981,1.0
udaynirgudkar,303131351.0,12.852,4.667,4.406,347,168,141,47,1702.078,8530.824,2.474
DineshG87963501,60283886.0,16.933,6.538,62.067,254,85,931,48,146.333,9773.389,6.0
mattcohler,373705675.0,2.883,2.915,2.055,297,309,113,64,30.762,443.662,1.561
ScalarHumanity,119994606.0,1.0,1081.0,0.0,1,3243,0,255,0.0,7746.667,85.0
dilnawazpasha,330911098.0,7.52,3.415,4.385,376,181,228,11,2.341,14956.232,1.222
conniechan,391734780.0,5.145,2.532,7.353,319,119,375,101,935.652,451.697,2.349
JFemiCole,297211069.0,40.596,9.139,10.158,1908,722,386,27,19.398,18362.024,1.421
sivavaid,345853836.0,47.0,58.333,104.0,47,175,104,95,908.667,75169.0,47.5
rajdoye,321533985.0,15.417,12.654,2.55,740,658,51,31,10.833,2588.136,5.167
angad_virk,248115406.0,3.074,4.351,4.129,166,248,256,37,1.202,8743.321,2.467
shobhitbanga,275199097.0,16.5,10.44,3.857,990,522,108,89,14.294,1177.574,4.238
lachygroom,370089456.0,2.432,2.44,6.365,90,122,331,30,188.423,12104.62,1.875
yournextpick,150219851.0,7.404,2.235,3.103,422,38,90,66,63.883,1204.1,2.129
chintan_acharya,340730272.0,8.305,5.588,13.688,681,190,657,25,27.774,1746.476,1.562
bcgoyette,314152773.0,2.0,3.5,0.0,2,7,0,6,63.5,219.0,3.0
trufelman,208420711.0,33.75,45.4,181.75,135,227,727,86,6171.4,70870.2,17.2
iamvasanth93,274086826.0,2.447,6.783,1.25,93,468,20,39,0.188,69116.55,1.696
colddirt,280487766.0,7.486,2.688,9.031,262,43,289,96,81.225,301.775,4.174
smlungpathguy,121987295.0,120.2,325.8,203.8,601,1629,1019,822,3585.6,16189.6,164.4
bobbyhollywood,396326912.0,7.795,1.887,6.539,951,100,582,41,7.815,27681.492,1.783
AyushiBurman,262283952.0,4.476,15.611,46.739,94,281,1075,2,1.679,150660.643,1.0
SearchCandy,175317010.0,11.241,2.341,19.872,652,96,775,10,13.297,84.094,1.0
Chitchitchit,303208889.0,3.667,405.143,1.0,22,2836,2,43,1.143,2975.429,7.167
arnavahlu,315918352.0,3.326,2.472,4.373,286,131,258,65,2.228,66864.95,2.031
modiabhishek,314119212.0,4.492,3.838,3.368,283,284,229,104,6.51,7475.867,2.971
ArghaManna,195199922.0,6.194,8.519,3.773,192,230,83,100,34.03,199.333,4.167
mertkilickaya_,271412970.0,5.0,3.512,5.083,425,288,366,48,4.968,9432.442,1.455
sidharth__am22,10241572.0,269.4,168.8,203.6,1347,844,1018,190,7733.2,108364.8,38.0
knashok,331067686.0,3.174,11.833,4.438,73,355,71,80,3.079,15438.816,4.444
soorajbhalla,325708106.0,4.55,2.556,2.222,496,115,160,184,6.633,362.783,3.172
Kush_Savani,277815465.0,13.618,5.029,4.061,749,176,134,148,70.741,2830.448,4.111
Pallamrajumm,219817604.0,12.965,1.471,2.3,739,25,23,4,183.952,1899.258,1.0
b_kleiban,96499984.0,10.347,11.277,8.13,507,530,374,252,398.163,44751.347,5.362
johnplattml,176962268.0,3.457,3.684,1.957,242,280,92,53,107.412,720.763,1.514
Sree_Vijaykumar,235517819.0,16.811,7.8,4.118,1513,624,313,77,5.196,14759.833,3.5
prichronicles,321794862.0,32.659,4.345,2.75,2972,126,99,39,3.839,733.914,3.25
TTVaibhavam,162930219.0,84.211,1.5,3.385,3200,6,44,9,1048.333,103.872,1.5
rohanjaitley,283845048.0,2.308,12.236,1.0,30,881,1,30,1975.403,18827.611,1.875
JRobbinsMD,150888255.0,13.4,7.949,14.385,536,310,561,414,208.415,23410.732,11.5
PCpicturesclub,217830402.0,41.148,70.556,4.333,1111,1905,65,24,111.429,6240.036,4.0
sanjaykhandduri,334928462.0,9.232,5.833,7.302,1154,560,847,387,18.602,7519.797,6.047
Soundarya_J,136015971.0,8.604,8.95,3.111,456,358,84,240,29.418,13845.745,6.667
atul_jalan,138204682.0,14.0,4.933,1.929,742,148,27,69,2682.0,8054.714,4.059
freddyb,372397831.0,7.0,12.958,22.083,161,311,530,77,94.75,13365.125,3.667
StephanKast,254066920.0,15.909,0.0,1.0,525,0,2,0,1.545,0.848,0.0
Rancorinfotech,316235966.0,27.122,25.727,1.833,1329,283,11,96,1.74,4303.44,12.0
anilmdave,281197642.0,7.593,16.667,7.9,410,200,79,17,287.074,3972.815,1.889
ohmary11,50404419.0,13.406,18.633,31.875,429,559,1020,253,248.094,40651.438,7.906
IoTReadiness,136636050.0,147.455,1.0,262.5,1622,3,1575,1,53.909,37.0,1.0
Sarojayeramilli,208343913.0,2.51,7.265,2.056,123,494,74,132,4.348,13048.623,2.588
anandmamc,185968694.0,3.318,3.235,8.092,146,165,526,76,404.384,2140.904,1.949
karthik_econ,211135638.0,5.902,1.79,5.378,484,111,199,72,138.092,74.54,1.946
ArjunShukla_,123514865.0,7.875,281.9,14.889,63,2819,134,408,64.818,88822.0,51.0
bennkuru,238147149.0,12.088,10.429,1.767,689,584,53,296,41.034,2674.288,5.481
FedericoCaivano,286369017.0,105.25,602.5,96.0,421,2410,384,637,414.25,336435.0,159.25
hosain,260492869.0,3.176,7.0,4.342,108,427,165,8,6.87,15053.667,1.143
Kristi414US,123410197.0,7.352,8.733,4.091,397,131,90,53,9.255,17222.327,2.208
MattBrittin,336660158.0,6.34,7.394,3.081,653,806,265,435,67.855,6675.564,7.632
IGorishThakur,47989441.0,29.545,91.0,13.095,650,2093,275,488,310.739,208248.13,22.182
theartofsaving,286232731.0,10.333,1.0,5.0,527,2,40,0,0.157,7.412,0.0
cure53berlin,172037346.0,4.444,3.846,4.25,320,250,221,51,134.526,276.237,1.594
InfiVivek,305291665.0,26.889,5.75,5.824,726,115,99,0,1.938,153.312,0.0
cloud4computing,323037915.0,13.18,1.917,4.133,1173,23,124,3,6.467,6.554,1.0
patho_arshad,86211942.0,358.0,35.0,19.0,716,35,38,706,99.5,577.5,353.0
NYCITI_India,220338190.0,37.703,8.875,18.077,1395,71,235,0,15.649,139.378,0.0
GeoffJosey,333255367.0,19.246,30.318,16.809,1097,1334,790,235,14.381,18960.857,7.121
flora_2712,217190649.0,4.708,2.167,7.15,226,52,286,98,28.81,925.086,5.444
ENTpathology,248179113.0,3.029,3.31,7.583,106,139,273,37,210.267,174.022,1.947
sheyllabs,327648997.0,62.792,21.417,5.929,1507,514,83,73,217.077,7907.885,4.056
Suraj_S3,140908453.0,3.69,29.889,7.343,107,1076,257,105,5.077,49240.846,3.621
satishreddy_v,260451299.0,8.826,1.0,1.0,759,7,4,0,0.461,304.978,0.0
manishatrigs,328100946.0,1.455,7.561,1.231,32,620,16,23,0.86,18805.395,4.6
MuxingAnalytics,113016137.0,13.138,8.433,1.857,381,253,26,41,2.538,24476.103,3.154
whotookadnan,326157216.0,5.833,2.667,4.143,105,40,58,65,34.6,262.3,4.333
Poonamc85363354,85992303.0,3.188,59.143,52.786,51,1656,1478,555,15.2,15698.333,22.2
kavitarajwade,312476077.0,7.628,5.431,3.902,328,353,238,304,12.865,3536.326,11.259
HotRickshawLegs,234363972.0,16.588,12.143,21.312,846,510,1023,75,5.059,2302.608,5.0
mattasimpson,216107785.0,29.444,26.196,7.625,1590,1205,366,103,13.327,113818.709,2.711
saum98,296913635.0,3.5,81.105,2.407,63,3082,65,383,13.605,111155.737,10.639
Armaanian_Aditi,67257150.0,18.536,44.107,22.923,519,1235,596,368,208.633,10766.1,14.72
vishaltv,286915039.0,9.586,5.938,2.647,278,190,45,14,0.51,15937.388,1.4
dranujpa,329046536.0,3.105,12.65,5.422,118,506,244,53,1.661,3146.644,2.409
TheTanayJain,334671403.0,3.875,10.974,1.75,62,417,21,13,0.368,35526.658,1.444
GA_offcl,81883246.0,47.333,441.5,45.5,284,2649,273,175,84.0,649658.5,29.167
eleganzz,332502531.0,31.244,5.36,2.533,1281,134,38,22,7.957,1207.66,2.0
Joy_01,341606962.0,4.234,5.509,3.628,326,292,156,154,1.879,39705.143,3.422
ef_shiv,112074361.0,8.0,31.9,30.364,120,638,668,174,145.391,12090.13,9.667
DebSreeSarkar,68923362.0,3.429,4.147,20.088,96,141,683,18,36.684,42757.921,1.8
Trans_NewYork,54533816.0,36.588,7.0,1.0,1244,7,2,2,10.735,5.412,2.0
