user_name,Twitter Account Duration(till 26/1/2020),Avg. Tweet Rate(per Month),Avg. Retweet Rate(per Month),Avg. Reply Rate(per Month),Total Normal Tweets,Total Retweets,Total Replies,Total Quotes,Avg. Fav Count(per Month),Avg. Retweeted Count(per Month),Avg. Quote Count(per Month)
rameezraja_jr,188729250.0,19.169,7.927,23.612,1131,325,1582,13,601.293,812.747,1.083
randfish,399184310.0,62.0,101.143,300.429,434,708,2103,333,9139.714,410350.571,47.571
RandPaul,289958845.0,42.419,21.952,13.405,1824,922,496,252,380169.698,109526.628,6.3
rblancopoet,222740769.0,19.771,8.306,19.769,1898,299,514,159,157.552,4330.25,7.571
RealBenBailey,246441631.0,12.841,10.18,17.788,1130,621,1423,125,4020.795,3220.159,2.5
RealHughJackman,341824490.0,30.36,2.739,6.305,2702,126,372,167,296533.483,36863.371,3.093
RealJaQuavis,275040525.0,15.239,9.811,10.303,1402,883,917,147,204.38,7235.924,3.419
realmikefox,260440379.0,6.271,2.726,7.062,533,169,113,33,7103.582,3101.516,1.571
Reb_Alexander,194651769.0,21.038,7.266,5.356,1662,465,241,145,216.088,10828.237,2.9
reckless,404242025.0,97.556,34.667,195.222,878,312,1757,335,39001.111,46058.444,37.222
reidhoffman,418464969.0,13.458,24.012,3.237,1117,1993,123,442,1260.429,47824.631,6.5
relativism,326684441.0,12.576,50.824,33.03,415,1728,1090,444,115.0,29744.706,14.323
reneritchie,385094081.0,65.167,124.2,325.8,391,621,1629,278,12360.667,204362.833,55.6
RepBillFoster,222068569.0,51.357,24.833,7.577,2157,894,197,865,5502.048,42247.667,20.595
RepCheri,221719497.0,66.778,8.471,16.879,2404,288,557,358,1905.361,1823.944,10.229
RepCohen,301913379.0,91.913,35.174,13.652,2114,809,314,916,30949.652,73644.174,39.826
RepDougCollins,222689765.0,45.317,5.611,3.417,2855,303,82,371,99220.381,36256.429,6.509
RepJeffries,253073116.0,41.157,5.177,1.5,2881,321,3,174,111792.814,33286.086,3.702
RepKClark,190184773.0,105.9,38.25,18.1,2118,765,362,897,32239.3,63395.75,44.85
RepLeeZeldin,171434053.0,53.841,16.886,4.214,2369,743,118,486,172251.886,106543.886,11.571
RepLipinski,224578614.0,42.158,8.98,6.593,2403,440,356,147,1142.842,1979.912,3.868
RepMikeQuigley,332380157.0,96.963,15.846,8.64,2618,412,216,447,9436.593,33730.481,17.192
RepSteveIsrael,346302870.0,36.944,7.433,2.12,2660,498,53,274,785.028,8934.528,5.074
RickieFowler,339978020.0,15.882,10.615,13.569,1477,828,882,141,9488.6,2779.116,2.878
rihanna,325477347.0,26.939,3.591,5.75,2667,237,276,53,807545.35,215101.3,2.12
rikam99,313387068.0,24.25,26.906,50.062,776,861,1602,346,868.75,88136.781,10.812
rmondello,406405929.0,83.357,49.571,98.214,1167,694,1375,503,3600.071,368002.714,35.929
robbeckettcomic,321096893.0,35.289,15.127,23.0,1588,832,736,494,16965.052,20967.638,12.35
robdelaney,344302840.0,84.0,131.444,143.111,756,1183,1288,509,328490.667,535394.889,56.556
RobertDowneyJr,334799272.0,6.871,3.543,3.423,584,124,89,37,345663.647,73534.294,1.609
RobertMLee,278798476.0,19.429,28.5,68.107,544,798,1907,184,3304.464,20614.464,6.571
robmclennanblog,333450064.0,109.2,336.0,203.6,546,1680,1018,404,1388.0,91354.0,80.8
robodellaz,201668021.0,20.133,179.562,5.417,302,2873,65,672,258.312,419484.0,42.0
rodriguezramon,179478388.0,8.062,6.385,10.926,516,166,295,46,369.809,43042.912,2.3
rogerfederer,214536372.0,14.247,4.84,8.327,1325,363,433,438,191693.263,41294.411,7.684
rogerjpope,137068832.0,10.56,7.0,2.0,264,168,24,84,54.692,11764.615,4.2
RomeshRanga,346409773.0,27.231,15.282,46.121,1062,596,1522,454,39179.897,49252.692,12.611
root66,278659702.0,10.085,7.01,13.281,1180,694,1275,139,7737.924,1196.336,2.574
RossLTaylor,284074243.0,9.222,9.024,21.141,913,749,1501,22,2412.288,874.231,1.692
rrhoover,371585682.0,55.1,11.9,258.0,551,119,2580,152,12988.3,13890.8,15.2
rsalakhu,159821882.0,5.397,9.395,2.0,394,714,44,169,642.312,733.727,3.073
rtraister,347854582.0,37.875,118.438,45.875,606,1895,734,733,83444.188,464218.562,45.812
RubenQuesada_,255647550.0,7.957,12.326,12.766,732,1171,1200,184,33.747,19723.632,4.089
ruhanirabin,405544811.0,458.857,5.0,7.333,3212,15,22,5,87.714,182.0,2.5
rushanaraali,283420257.0,27.5,141.235,25.188,440,2401,403,416,3037.118,264031.647,26.0
RUSH,259819486.0,23.323,3.913,23.769,1516,180,1545,92,14339.273,1552.424,2.14
russwest44,339105634.0,13.75,21.944,10.533,1540,1185,474,65,48524.554,11793.304,2.407
RuthCadbury,315472201.0,82.929,104.357,44.357,1161,1461,621,849,2140.929,54023.0,60.643
rxwei,327933253.0,3.121,4.585,4.188,103,188,134,51,155.143,421.881,1.962
RyanLochte,339292553.0,21.519,7.062,8.574,2281,459,403,14,9216.264,2984.236,1.077
sacca,427215251.0,31.125,159.0,215.0,249,1272,1720,513,46378.125,1399774.25,64.125
sambillings,289887718.0,18.676,19.353,56.735,635,658,1929,262,48524.059,76440.412,7.706
SamTongeWriter,213620544.0,112.8,306.2,231.0,564,1531,1155,266,1266.4,91326.8,53.2
SamuelLJackson,326481176.0,25.841,2.354,4.507,2765,153,320,59,82280.822,23745.206,1.967
sarabaras,260246029.0,19.274,29.397,5.579,1195,1705,318,421,1066.435,1133.097,7.017
sarahcuda,402020656.0,33.447,42.034,27.778,1271,1219,750,1038,328.289,130226.421,38.444
sarahintampa,410489623.0,133.625,31.188,38.25,2138,499,612,160,725.562,203058.25,10.667
SarfarazA_54,242891185.0,7.585,13.268,15.538,493,1088,808,173,19515.276,4839.69,4.553
satyanadella,345669266.0,8.082,5.578,1.889,792,463,68,245,8389.293,3697.434,3.657
SBYudhoyono,215616491.0,41.303,3.125,3.6,3139,25,36,0,23050.896,24450.039,0.0
Scarlett_Jo,331741283.0,4.915,10.412,2.0,231,531,18,15,3307.315,29749.704,1.5
schemaly,336304348.0,71.556,237.0,46.889,644,2133,422,654,10167.111,761290.667,72.667
schneierblog,349353042.0,32.828,0.0,0.0,3250,0,0,0,879.808,944.182,0.0
Sdoull,307083229.0,6.83,6.951,21.926,601,570,2061,138,1676.821,1406.147,2.509
seanjtaylor,345236674.0,39.579,35.0,96.263,752,665,1829,408,6030.789,39486.789,21.474
selenagomez,343438995.0,23.069,7.493,5.639,2330,547,344,221,553029.886,249884.048,6.314
SenatorLujan,347410768.0,79.0,18.893,14.724,2291,529,427,461,4361.517,19596.759,15.897
SenJohnMcCain,347278649.0,101.926,13.185,4.381,2752,356,92,127,297691.963,83734.259,5.292
serenawilliams,341981967.0,24.99,3.529,6.899,2399,247,545,108,80050.567,16475.67,3.484
SergioRamos,304497747.0,25.229,3.311,7.489,2649,245,352,222,237094.295,65735.848,3.265
Sethrogen,255487328.0,16.312,7.778,78.625,522,210,2516,219,1105580.156,178195.812,6.844
shakira,335946113.0,31.845,18.071,7.458,1847,1012,358,131,323607.707,44176.793,3.359
ShaneWarne,322769604.0,53.525,2.103,1.625,3158,61,26,1243,52987.034,3916.0,21.068
shoxCSGO,186526229.0,31.632,9.649,15.632,1803,550,891,199,20829.123,6149.789,3.755
shroud,207948629.0,43.476,5.4,29.854,1826,189,1224,87,188999.333,25315.357,3.107
sianberry,252144694.0,48.0,504.8,119.25,240,2524,477,777,11344.8,84106.6,155.4
Simona_Halep,175580221.0,8.328,1.167,3.214,533,14,135,130,35289.606,2378.985,3.333
simonhelberg,296245177.0,12.406,22.583,6.315,1191,1626,341,329,2305.822,54082.782,14.955
SirMattBourne,338866983.0,29.241,47.448,35.069,848,1376,1017,577,8153.517,18925.621,19.897
Ska,227678791.0,22.392,4.338,15.162,1769,295,1122,63,15846.101,1865.177,1.853
Smatz88,182557413.0,2.854,4.52,4.643,117,226,65,27,1427.817,1140.35,1.688
SmileyKeith,371505173.0,12.073,3.321,45.273,664,93,2490,162,434.382,41946.636,3.6
smithzz,338394313.0,1.667,0.0,3.0,5,0,3,0,0.0,0.0,0.0
soumithchintala,328145763.0,6.4,5.931,13.318,544,516,1172,147,789.637,1442.99,2.625
SpeakerTrevor,339800996.0,15.733,128.533,72.133,236,1928,1082,337,1096.0,15215.933,22.467
stanwawrinka,329879966.0,16.451,20.357,6.35,1349,1425,381,250,29059.11,13961.22,4.902
SteelyDan66,134474051.0,16.623,2.579,9.197,1147,98,607,174,7406.217,1005.913,4.047
stephenharper,395837056.0,30.926,5.346,1.0,2907,278,5,46,8913.011,5208.83,1.643
stevenljoyce,264978741.0,25.73,6.895,14.583,1904,262,1050,135,574.284,370.676,2.5
SteveScalise,218440153.0,54.682,89.409,2.9,1203,1967,29,748,307744.591,183238.273,34.0
stevesilberman,348791561.0,249.75,376.75,183.75,999,1507,735,648,59192.25,453834.25,162.0
stevesmith49,296600582.0,13.252,2.455,8.688,1683,135,695,49,10081.302,910.24,2.042
SteveWorks4You,222733251.0,0.0,1075.333,0.0,0,3226,0,577,0.0,601691.333,192.333
stevewoz,343726540.0,42.493,1.667,5.0,3102,5,95,4,2481.192,1738.466,1.0
Stewie,137101856.0,30.792,5.432,31.875,1478,239,1530,80,100017.5,8124.646,2.222
StuartBroad8,292658103.0,24.592,11.49,29.58,1205,563,1479,578,41930.18,6380.3,11.796
summit1g,202265867.0,64.208,6.667,64.542,1541,160,1549,116,196939.375,14007.083,5.043
sundarpichai,374695687.0,5.702,4.893,2.724,747,592,207,205,18613.856,8414.082,3.203
sungkang,284948435.0,16.714,9.667,14.283,1287,493,757,38,1298.778,1108.012,3.8
SusanWojcicki,361420549.0,12.33,3.6,2.39,1233,288,98,356,5747.446,13909.01,5.562
SvetlanaK27,317132496.0,19.671,13.069,5.192,1672,1137,270,294,592.849,5670.161,6.533
Swannyg66,335753086.0,26.206,13.984,11.897,1651,895,690,971,8523.703,25208.844,15.413
S_Hammond,334763138.0,27.72,85.08,17.167,693,2127,412,517,1310.56,34439.68,20.68
TajyMany,141643625.0,10.985,28.47,8.429,725,1879,531,285,293.879,695.576,5.0
TamaraRojo1,276621631.0,20.75,51.556,17.806,747,1856,641,576,785.944,6167.056,16.0
TaranKillam,333408124.0,25.475,24.256,31.675,1019,946,1267,646,6279.875,232145.9,16.564
tarik,257836783.0,42.675,8.417,30.875,1707,303,1235,68,82848.275,17381.55,2.0
tauhenare,315767297.0,178.75,105.25,527.25,715,421,2109,156,5335.75,60948.0,39.0
taylorswift13,351438546.0,11.949,4.19,5.136,466,88,113,61,1971272.175,329187.775,2.773
tdpaine36,287246238.0,4.558,11.575,14.009,392,1308,1541,145,243.319,1101.062,2.377
teachwithsoul,348779297.0,30.789,37.525,14.921,1170,1501,567,665,114.3,46734.85,17.051
TeamBachmann,357683290.0,25.845,15.133,7.059,1499,454,120,0,39.22,493.831,0.0
TeUruroaFlavell,280365561.0,21.671,11.978,9.754,1712,551,595,43,107.506,90.506,2.263
TheBorisBecker,305887146.0,69.875,57.478,13.941,1677,1322,237,1397,9337.08,119703.16,58.208
thecompdog,299236237.0,16.963,15.704,26.036,916,848,1458,390,1384.393,27111.143,7.959
thedanjurgens,278725302.0,29.826,4.321,38.196,1372,121,1757,843,5368.457,797.717,18.326
TheEllenShow,361310958.0,116.375,2.85,18.136,2793,57,399,132,846910.375,143332.042,6.286
TheElliotPage,281663734.0,11.349,58.977,3.935,488,2595,122,850,81726.152,214765.043,19.318
theferocity,362640034.0,201.75,122.25,487.0,807,489,1948,404,334559.0,354961.75,101.0
theJagmeetSingh,282090100.0,91.125,20.273,25.708,2187,446,617,519,111470.167,23552.25,21.625
thelaceylondon,164450547.0,181.692,67.231,1.5,2362,874,12,14,7357.077,3374.846,2.8
TheLewisTan,215644327.0,23.395,8.7,55.158,889,261,2096,211,16903.632,16438.868,6.206
TheLucasBlack,244329770.0,16.593,4.891,5.902,1792,313,360,32,3623.315,2372.231,1.524
TheRealAliL,273797465.0,24.87,4.333,6.235,2487,260,318,11,666.692,1817.317,1.222
TheRealLukevans,272903305.0,19.808,6.965,7.258,1961,592,646,116,30836.848,15300.04,2.578
TheRock,282534350.0,57.879,23.0,18.03,1910,736,595,1194,456893.758,51022.606,37.312
thesheertruth,344575918.0,6.727,10.542,3.186,518,1128,223,89,251.174,3336.461,2.543
TheSlyStallone,297151379.0,24.868,4.111,5.455,2263,37,120,6,32477.242,5793.648,1.0
TianaClarkPoet,199231759.0,18.375,17.0,167.438,294,272,2679,218,2533.562,23609.812,15.571
Tian_Beng_Ng,305745502.0,5.741,3.481,1.692,333,94,22,39,46.983,60.19,1.773
TigerWoods,340013508.0,8.881,2.56,1.083,1119,128,13,81,47373.68,8242.43,1.761
timberners_lee,323771413.0,3.569,3.759,2.821,439,406,220,76,1335.321,7813.007,1.949
TimeaOfficial,179760110.0,13.403,5.803,6.338,965,412,431,220,2097.146,3592.5,4.681
timoreilly,405038755.0,28.8,44.029,19.743,1008,1541,691,734,1734.4,83322.886,20.971
tkremenek,334033040.0,2.258,4.871,4.624,201,341,393,37,133.295,10472.984,1.542
tombennett71,291736660.0,116.0,198.75,496.25,464,795,1985,592,7477.75,131233.0,148.0
TomHolland1996,238829435.0,10.084,4.333,5.106,837,273,240,85,143394.034,46060.483,2.833
TomKingTK,339303391.0,93.545,120.6,91.455,1029,1206,1006,777,52946.636,147763.636,70.636
TomPelphrey,164700900.0,7.382,8.058,12.812,561,556,884,157,1062.125,122534.6,3.568
TomTaylorMade,277469551.0,120.667,107.167,312.833,724,643,1877,700,53423.0,67267.0,116.667
TonyDanielx2,201053148.0,31.119,10.548,35.548,1307,443,1493,348,7838.548,19193.5,8.286
TonyTodd54,268122803.0,183.0,423.4,33.6,915,2117,168,124,5718.0,337831.4,24.8
Torres,260894209.0,9.319,8.014,1.645,848,585,51,63,46769.473,21516.624,1.853
travisk,386529335.0,8.809,9.484,30.532,599,607,1893,32,563.676,1795.392,1.524
troyhunt,371608068.0,90.857,54.0,319.429,636,378,2236,238,17287.143,12106.0,34.0
twhiddleston,261362354.0,13.394,5.569,16.8,884,284,672,27,65410.015,27516.284,2.455
Twistzz,155236930.0,21.576,6.727,27.22,1273,370,1606,162,20147.678,12849.169,3.176
twostraws,332640615.0,58.375,12.5,335.125,467,100,2681,191,14962.5,3508.875,23.875
UINT_MIN,240083631.0,17.0,18.773,112.545,357,413,2476,308,629.455,48938.955,14.0
Uz_Khawaja,289403679.0,14.102,2.75,14.375,1523,165,1150,56,2189.587,1266.22,1.867
ValaAfshar,280924111.0,577.333,479.333,25.0,1732,1438,75,88,361200.0,1136884.667,29.333
ValtteriBottas,220156240.0,26.286,23.19,3.421,1656,1461,130,128,68078.825,10286.905,2.667
VancityReynolds,162978453.0,13.875,3.561,21.5,1110,203,1118,403,785371.537,147040.038,6.015
vanessabayer,178431208.0,7.709,7.418,7.429,609,497,520,164,2012.732,11585.256,2.733
VChangPoet,226831187.0,47.389,48.5,83.167,853,873,1497,187,5045.667,54463.611,11.0
vika7,320607858.0,35.013,5.092,5.577,2766,331,145,838,20943.81,5405.051,13.094
vilgaCS,320769065.0,15.82,3.5,45.7,791,168,2285,169,973.32,7453.08,3.674
VP44,270694338.0,44.763,9.161,2.667,2641,513,40,33,38740.0,19261.678,2.538
waqyounis99,129431451.0,10.806,4.128,5.28,670,161,132,95,30638.468,4226.323,2.5
wasimakramlive,291382904.0,8.516,2.5,3.196,1073,190,163,121,30862.429,4012.484,2.469
WatsEd,181315133.0,44.636,51.091,50.773,982,1124,1117,326,304.364,39838.455,14.818
WayneRooney,276653568.0,13.579,7.204,7.367,1643,814,582,180,83061.837,38895.252,3.158
WhipClyburn,296111378.0,58.0,44.1,6.889,1740,1323,186,184,43643.967,78055.867,6.133
WilliamShatner,365626508.0,426.571,13.571,24.143,2986,95,169,2682,264241.714,71057.286,383.143
Williamson_Josh,344543325.0,37.211,113.895,19.789,707,2164,376,417,9720.684,101947.053,21.947
wkamaubell,347777929.0,95.75,45.583,129.417,1149,547,1553,600,195316.917,320122.083,50.0
wongrel,339329325.0,7.256,6.144,11.874,936,725,1508,238,567.141,12109.459,3.662
Writer_DG,298999718.0,130.091,157.0,9.222,1431,1727,83,1630,63738.545,19194.545,148.182
ylecun,334742049.0,33.667,52.222,94.556,606,940,1702,707,11359.889,103574.556,39.278
YNk,152954951.0,26.972,21.75,41.028,971,783,1477,369,19061.694,37066.194,10.543
zAAzCSGO,259329818.0,18.549,6.052,33.552,946,351,1946,115,2264.175,824.683,3.194
ZacEfron,250755820.0,11.788,7.083,4.286,1226,425,150,71,151466.827,32105.49,2.448
ZacGoldsmith,344243349.0,37.231,74.731,12.76,968,1943,319,975,17144.346,60174.346,37.5
zaynmalik,298605950.0,16.358,4.602,9.895,2012,382,752,198,1332010.593,833547.724,5.5
zeynep,329822858.0,34.6,75.2,540.2,173,376,2701,601,95209.0,56241.4,120.2
zpower,367400475.0,346.8,15.75,280.4,1734,63,1402,383,4732.2,31254.2,76.6
